Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
at_1	cds	1467473	1468780	-	BIPKFD_21210	ssuD	Nitrilotriacetate monooxygenase component A	COG:COG2141, COG:HR, RefSeq:WP_003500376.1, SO:0001217, UniParc:UPI000217054A, UniRef:UniRef100_F7UFT8, UniRef:UniRef50_A0A083ZKE5, UniRef:UniRef90_A0A083ZKE5
at_1	cds	1469142	1470194	+	BIPKFD_21215	tauA	2'-hydroxybiphenyl-2-sulfinate desulfinase	COG:COG0715, COG:P, SO:0001217, UniRef:UniRef50_A0A083ZKG2, UniRef:UniRef90_A0A083ZKE6
at_1	cds	1470202	1471098	+	BIPKFD_21220		NmrA domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1R3TN66, UniRef:UniRef90_F7UFU0
at_1	cds	1471089	1472258	+	BIPKFD_21225	ssuD	Pyrimidine monooxygenase RutA	COG:COG2141, COG:HR, SO:0001217, UniRef:UniRef50_W2RWZ8, UniRef:UniRef90_A0A1R3TJ82
at_1	cds	1472352	1473551	+	BIPKFD_21230	abgB	Hippurate hydrolase	COG:COG1473, COG:R, SO:0001217, UniRef:UniRef50_Q5LU44, UniRef:UniRef90_A0A083ZKE9
at_1	cds	1473587	1475176	+	BIPKFD_21235	ddpA	ABC transporter, substrate binding protein (Oligopeptide)	COG:COG0747, COG:E, RefSeq:WP_035243521.1, SO:0001217, UniParc:UPI0002E30777, UniRef:UniRef100_F7UFU3, UniRef:UniRef50_A0A1R3TH85, UniRef:UniRef90_A9CF80
at_1	cds	1475627	1475977	+	BIPKFD_21240		hypothetical protein	RefSeq:WP_035243523.1, SO:0001217, UniParc:UPI000303F13E, UniRef:UniRef100_F7UFU4, UniRef:UniRef90_F0LC10
at_1	cds	1476018	1477613	+	BIPKFD_21245	ddpA	Oligopeptide-binding protein AppA	COG:COG0747, COG:E, RefSeq:WP_003500384.1, SO:0001217, UniParc:UPI000217067D, UniRef:UniRef100_F7UFU5, UniRef:UniRef50_U1IIF6, UniRef:UniRef90_A0A083ZKF2
at_1	cds	1477668	1479020	+	BIPKFD_21250	ssuD	Nitrilotriacetate monooxygenase component A	COG:COG2141, COG:HR, SO:0001217, UniRef:UniRef50_A0A0V8JAZ4, UniRef:UniRef90_A0A083ZKF3
at_1	cds	1479037	1480008	-	BIPKFD_21255	lysR	Glycine cleavage system transcriptional activator	COG:COG0583, COG:K, RefSeq:WP_003500386.1, SO:0001217, UniParc:UPI000217067F, UniRef:UniRef100_F7UFU7, UniRef:UniRef50_A0A083ZKF4, UniRef:UniRef90_A0A083ZKF4
at_1	cds	1480028	1481266	-	BIPKFD_21260	caiA	Acyl-CoA dehydrogenase	COG:COG1960, COG:I, RefSeq:WP_003500387.1, SO:0001217, UniParc:UPI0002170680, UniRef:UniRef100_F7UFU8, UniRef:UniRef50_A0A1S7RYD8, UniRef:UniRef90_A0A1S7RYD8
at_1	cds	1481336	1482391	-	BIPKFD_21265	pdxI	1-deoxyxylulose-5-phosphate synthase YajO	COG:COG0667, COG:HR, SO:0001217, UniRef:UniRef50_D8IW48, UniRef:UniRef90_A0A083ZKF6
at_1	cds	1482410	1483345	-	BIPKFD_21270	dppD	Methionine import ATP-binding protein metN 1	COG:COG0444, COG:EP, SO:0001217, UniRef:UniRef50_N8LPZ1, UniRef:UniRef90_A0A083ZKF7
at_1	cds	1483323	1484321	-	BIPKFD_21275	dppD	Oligopeptide transport ATP-binding protein OppD	COG:COG0444, COG:EP, SO:0001217, UniRef:UniRef50_A0A083ZKF8, UniRef:UniRef90_A0A083ZKF8
at_1	cds	1484318	1485313	-	BIPKFD_21280	dppC	Putative dipeptide transport system permease protein	COG:COG1173, COG:EP, SO:0001217, UniRef:UniRef50_A0A1R3TG04, UniRef:UniRef90_A0A1S7RYV8
at_1	cds	1485310	1486299	-	BIPKFD_21285	dppB	ABC transporter permease	COG:COG0601, COG:EP, RefSeq:WP_003500392.1, SO:0001217, UniParc:UPI0002170685, UniRef:UniRef100_F7UFV3, UniRef:UniRef50_A0A024KCX0, UniRef:UniRef90_A0A1R3TN43
at_1	cds	1486570	1488177	+	BIPKFD_21290	ddpA	Oligopeptide-binding protein AppA	COG:COG0747, COG:E, SO:0001217, UniRef:UniRef50_A0A083ZKG1, UniRef:UniRef90_A0A083ZKG1
at_1	cds	1488289	1489320	+	BIPKFD_21295	tauA	2'-hydroxybiphenyl-2-sulfinate desulfinase	COG:COG0715, COG:P, RefSeq:WP_082185663.1, SO:0001217, UniParc:UPI0009D178AE, UniRef:UniRef100_A0A1S7S4E2, UniRef:UniRef50_A0A083ZKG2, UniRef:UniRef90_A0A083ZKG2
at_1	cds	1489317	1490492	+	BIPKFD_21300	caiA	Acyl-CoA dehydrogenase	COG:COG1960, COG:I, RefSeq:WP_082185664.1, SO:0001217, UniParc:UPI0009CA1ED3, UniRef:UniRef100_A0A1S7S4M7, UniRef:UniRef50_A0A083ZKG3, UniRef:UniRef90_A0A083ZKG3
at_1	cds	1490538	1491608	-	BIPKFD_21305	ssuD	Alkanesulfonate monooxygenase	COG:COG2141, COG:HR, RefSeq:WP_082186059.1, SO:0001217, UniParc:UPI0009CF4C94, UniRef:UniRef100_A0A1S7S4F1, UniRef:UniRef50_S5SQI2, UniRef:UniRef90_A0A083ZKG4
at_1	cds	1492008	1492625	+	BIPKFD_21310		Putative hydrolase	RefSeq:WP_082185665.1, SO:0001217, UniParc:UPI0009D1A864, UniRef:UniRef100_A0A1S7S4G6, UniRef:UniRef50_A0A0T6ZFF3, UniRef:UniRef90_A0A024IUR3
at_1	cds	1492856	1493785	+	BIPKFD_21315		Sulfurtransferase	RefSeq:WP_082185666.1, SO:0001217, UniParc:UPI0009D30E85, UniRef:UniRef100_A0A1S7S4P3, UniRef:UniRef50_A0A0A0C1Z8, UniRef:UniRef90_A0A1S7RNA1
at_1	cds	1493865	1495046	+	BIPKFD_21320		Sulf-transp domain-containing protein	SO:0001217, UniRef:UniRef50_F7UFW1, UniRef:UniRef90_F7UFW1
at_1	cds	1495256	1495453	+	BIPKFD_21325		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A285Y0T6, UniRef:UniRef90_A0A357XBC6
at_1	cds	1495623	1496792	+	BIPKFD_21330	ssuD	Alkanesulfonate monooxygenase	COG:COG2141, COG:HR, EC:1.14.14.5, GO:0008726, SO:0001217, UniRef:UniRef50_Q8UAE8, UniRef:UniRef90_Q8UAE8
at_1	cds	1496993	1497538	+	BIPKFD_21335	rutF	Flavin-Reduct domain-containing protein	COG:C, COG:COG1853, RefSeq:WP_003500407.1, SO:0001217, UniParc:UPI0002170690, UniRef:UniRef100_F7UFW4, UniRef:UniRef50_A0A2M8U891, UniRef:UniRef90_A9CF68
at_1	cds	1497591	1498535	+	BIPKFD_21340		Acyl-CoA-dh-N domain-containing protein	SO:0001217, UniRef:UniRef50_F0LBZ2, UniRef:UniRef90_F7UFW5
at_1	cds	1498543	1498992	-	BIPKFD_21345	iscR	Rrf2 family protein	COG:COG1959, COG:K, RefSeq:WP_035243600.1, SO:0001217, UniParc:UPI00054FABA8, UniRef:UniRef100_F7UFW6, UniRef:UniRef50_A0A546ZLB4, UniRef:UniRef90_A0A024ITH3
at_1	cds	1499301	1500302	+	BIPKFD_21350	ssuD	Bac-luciferase domain-containing protein	COG:COG2141, COG:HR, SO:0001217, UniRef:UniRef50_A0A107PKJ1, UniRef:UniRef90_M8A9Z8
at_1	cds	1500326	1501666	+	BIPKFD_21355	ssuD	Monooxygenase MoxC	COG:COG2141, COG:HR, SO:0001217, UniRef:UniRef50_A0A2X1GCM1, UniRef:UniRef90_A0A083ZKH2
at_1	cds	1501751	1502938	+	BIPKFD_21360		Amidohydrolase	SO:0001217, UniRef:UniRef50_A0A4U9P720
at_1	cds	1502962	1503519	+	BIPKFD_21365		Acetyltransferase	SO:0001217, UniRef:UniRef50_A0A2J7YTA2, UniRef:UniRef90_A0A024IU42
at_1	cds	1503533	1505338	+	BIPKFD_21370	glnQ	ABC transporter ATP-binding protein	COG:COG1126, COG:E, SO:0001217, UniRef:UniRef50_A0A0N7IUM7, UniRef:UniRef90_A0A357XAS4
at_1	cds	1505363	1506301	+	BIPKFD_21375	hisJ	Membrane-bound lytic murein transglycosylase F	COG:COG0834, COG:ET, SO:0001217, UniRef:UniRef50_A0A395KWB7, UniRef:UniRef90_A0A0F4FPU9
at_1	cds	1506431	1507366	+	BIPKFD_21380	hisJ	ABC transporter substrate-binding protein	COG:COG0834, COG:ET, SO:0001217, UniRef:UniRef50_A0A395L203, UniRef:UniRef90_A0A176X424
at_1	cds	1507454	1508779	-	BIPKFD_21385	dadA	DAO domain-containing protein	COG:COG0665, COG:E, SO:0001217, UniRef:UniRef50_A0A5E7U6D6, UniRef:UniRef90_M8AB31
at_1	cds	1509009	1509485	+	BIPKFD_21390		HTH asnC-type domain-containing protein	RefSeq:WP_035243534.1, SO:0001217, UniParc:UPI000300D04C, UniRef:UniRef100_F7UFX6, UniRef:UniRef50_A0A2U8GDU5, UniRef:UniRef90_A0A6V7A5E9
at_1	cds	1509645	1511300	-	BIPKFD_21395	gsiA	Glutathione import ATP-binding protein GsiA	COG:COG1123, COG:O, SO:0001217, UniRef:UniRef50_A0A248UPF2, UniRef:UniRef90_A0A083ZKH9
at_1	cds	1511300	1512151	-	BIPKFD_21400	dppC	DNA-directed RNA polymerase subunit alpha	COG:COG1173, COG:EP, RefSeq:WP_003500436.1, SO:0001217, UniParc:UPI00021707A4, UniRef:UniRef100_F7UFX8, UniRef:UniRef50_A0A117ZP62, UniRef:UniRef90_A0A0X6ZQI6
at_1	cds	1512151	1513101	-	BIPKFD_21405	dppB	Glutathione transport system permease protein GsiC	COG:COG0601, COG:EP, SO:0001217, UniRef:UniRef50_A0A2U8GE02, UniRef:UniRef90_A0A083ZKI1
at_1	cds	1513294	1514958	-	BIPKFD_21410	ddpA	Oligopeptide ABC transporter substrate binding protein	COG:COG0747, COG:E, SO:0001217, UniParc:UPI0009D00D17, UniRef:UniRef100_A0A1S7S4U4, UniRef:UniRef50_A0A2U8GD63, UniRef:UniRef90_M8AB25
at_1	cds	1514999	1515712	-	BIPKFD_21415	yigB	HAD family hydrolase	COG:COG1011, COG:H, RefSeq:WP_082185680.1, SO:0001217, UniParc:UPI0009CA775D, UniRef:UniRef100_A0A1S7S628, UniRef:UniRef50_B3Q376, UniRef:UniRef90_A0A6L3DV84
at_1	cds	1515969	1517342	-	BIPKFD_21420	bioA	Glutamate-1-semialdehyde 2,1-aminomutase GSA	COG:COG0161, COG:H, SO:0001217, UniRef:UniRef50_G0A876, UniRef:UniRef90_A0A083ZKI4
at_1	cds	1517357	1518193	-	BIPKFD_21425		N-acetyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_Q7CSD9, UniRef:UniRef90_F7UFY4
at_1	cds	1518519	1519187	+	BIPKFD_21430		Haloacid dehalogenase, type II	RefSeq:WP_082186062.1, SO:0001217, UniParc:UPI0009CC8A73, UniRef:UniRef100_A0A357X6H5, UniRef:UniRef50_J2EXM3, UniRef:UniRef90_A0A1B9URG7
at_1	cds	1519203	1520477	+	BIPKFD_21435	dadA	D-amino acid dehydrogenase small subunit	COG:COG0665, COG:E, SO:0001217, UniRef:UniRef50_I3X6Q7, UniRef:UniRef90_A0A0F4FP30
at_1	cds	1520705	1522162	-	BIPKFD_21440		Glutarate-semialdehyde dehydrogenase	SO:0001217, UniRef:UniRef50_Q9I6M5
at_1	cds	1522178	1523221	-	BIPKFD_21445	leuB	D-malate dehydrogenase [decarboxylating]	COG:CE, COG:COG0473, SO:0001217, UniRef:UniRef50_K0Q617, UniRef:UniRef90_A0A024ITF9
at_1	cds	1523235	1524698	-	BIPKFD_21450	adhE	Aldehyde dehydrogenase 5, mitochondrial	COG:COG1012, COG:I, SO:0001217, UniRef:UniRef50_A0A085JEU4, UniRef:UniRef90_A0A1S7S5G4
at_1	cds	1524968	1525324	-	BIPKFD_21455		Cupin-3 domain-containing protein	RefSeq:WP_035243536.1, SO:0001217, UniParc:UPI0002EDCBAE, UniRef:UniRef100_F7UFZ1, UniRef:UniRef50_A0A081CTP7, UniRef:UniRef90_F7UFZ1
at_1	cds	1525351	1526274	-	BIPKFD_21460		Putative 2-hydroxyacid dehydrogenase family protein	RefSeq:WP_216332855.1, SO:0001217, UniParc:UPI000E8CA53D, UniRef:UniRef100_A0A357X5S7, UniRef:UniRef50_I3X6R9, UniRef:UniRef90_A0A1S7S113
at_1	cds	1526299	1527423	-	BIPKFD_21465	argE	Acetylornithine deacetylase	SO:0001217, UniRef:UniRef50_Q92Y75, UniRef:UniRef90_F7UFZ3
at_1	cds	1527653	1528531	+	BIPKFD_21470		N-acetyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_F7UFZ4, UniRef:UniRef90_F7UFZ4
at_1	ncRNA-region	1528571	1528805	+			Cobalamin riboswitch	RFAM:RF00174, SO:0000035
at_1	cds	1528616	1528720	-	BIPKFD_21475		hypothetical protein	
at_1	cds	1528972	1529994	+	BIPKFD_21480		Fe/B12 periplasmic-binding domain-containing protein	SO:0001217, UniRef:UniRef50_A9WZ52
at_1	cds	1529991	1531019	+	BIPKFD_21485	fepD	Cobalamin import system permease protein BtuC	COG:COG0609, COG:P, SO:0001217, UniRef:UniRef50_W9B9X8, UniRef:UniRef90_A0A1S7R141
at_1	cds	1531016	1531816	+	BIPKFD_21490	fepC	Fe(3+) dicitrate transport ATP-binding protein FecE	COG:COG1120, COG:PH, SO:0001217, UniRef:UniRef50_A0A083ZKJ7, UniRef:UniRef90_A0A083ZKJ7
at_1	cds	1531927	1532280	+	BIPKFD_21495		Azurin	SO:0001217, UniRef:UniRef50_A0A3M4MAG3
at_1	cds	1532400	1533230	-	BIPKFD_21500	ubiE	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial	COG:COG2226, COG:H, RefSeq:WP_003500472.1, SO:0001217, UniParc:UPI00021707B9, UniRef:UniRef100_F7UFZ9, UniRef:UniRef50_A0A132BZJ2, UniRef:UniRef90_A0A083ZKJ9
at_1	cds	1533344	1534477	+	BIPKFD_21505	fepB	ABC transporter, substrate binding protein (Iron)	COG:COG0614, COG:P, SO:0001217, UniRef:UniRef50_A0A2G8R7V2, UniRef:UniRef90_A9CF49
at_1	cds	1534574	1535713	+	BIPKFD_21510		ABC transporter, substrate binding protein (Iron)	SO:0001217, UniRef:UniRef50_A0A2U8GCM5, UniRef:UniRef90_A0A1S7S5A0
at_1	cds	1535710	1536777	+	BIPKFD_21515	fepD	Vitamin B12 import system permease protein BtuC	COG:COG0609, COG:P, RefSeq:WP_003500477.1, SO:0001217, UniParc:UPI00021707BC, UniRef:UniRef100_F7UG02, UniRef:UniRef50_A0A1H9S6U0, UniRef:UniRef90_A0A6V7A596
at_1	cds	1536771	1537523	+	BIPKFD_21520	fepC	Fe(3+) dicitrate transport ATP-binding protein FecE	COG:COG1120, COG:PH, SO:0001217, UniRef:UniRef50_A0A083ZKK3, UniRef:UniRef90_A0A083ZKK3
at_1	cds	1537749	1538249	+	BIPKFD_21525	rpoE	RNA polymerase sigma factor	COG:COG1595, COG:K, RefSeq:WP_082185694.1, SO:0001217, UniParc:UPI0009D539B1, UniRef:UniRef100_A0A1S7S531, UniRef:UniRef50_A0A4U6APG7, UniRef:UniRef90_A0A4U6APG7
at_1	cds	1538361	1539356	+	BIPKFD_21530		Two component sensor kinase	SO:0001217, UniRef:UniRef50_A0A1B9URG6, UniRef:UniRef90_A0A024IU91
at_1	cds	1539506	1542283	+	BIPKFD_21535		Heme receptor	SO:0001217, UniRef:UniRef50_A0A3G2DP01, UniRef:UniRef90_A0A1S7MZY5
at_1	cds	1542388	1543143	+	BIPKFD_21540		Poly(Beta-D-mannuronate) C5 epimerase 2	RefSeq:WP_003500487.1, SO:0001217, UniParc:UPI00021707C1, UniRef:UniRef100_F7UG07, UniRef:UniRef50_A0A083ZKK7, UniRef:UniRef90_A0A083ZKK7
at_1	cds	1543158	1545002	+	BIPKFD_21545	arpD	Putative ABC transporter family, HlyB subfamily putative protease secretion (ATP-binding protein)	COG:COG4618, COG:U, SO:0001217, UniRef:UniRef50_A0A1S7TBJ9, UniRef:UniRef90_A0A1S7N0G6
at_1	cds	1544989	1546302	+	BIPKFD_21550	emrA	Membrane fusion protein (MFP) family protein	COG:COG1566, COG:V, SO:0001217, UniRef:UniRef50_A0A090GKE2, UniRef:UniRef90_A0A083ZKK9
at_1	cds	1546327	1547235	-	BIPKFD_21555		Calcium-binding protein, regucalcin	SO:0001217, UniRef:UniRef50_Q7CTQ6, UniRef:UniRef90_F7UG10
at_1	cds	1547280	1547993	-	BIPKFD_21560		GntR family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A098RRF3, UniRef:UniRef90_A0A024IV27
at_1	cds	1548111	1549163	+	BIPKFD_21565		Dehydrogenase	SO:0001217, UniRef:UniRef50_A0A418SK13, UniRef:UniRef90_A0A024IUN0
at_1	cds	1549156	1550172	+	BIPKFD_21570		Oxidoreductase	SO:0001217, UniRef:UniRef50_A0A0M9EJV8, UniRef:UniRef90_F7UG13
at_1	cds	1550169	1551248	+	BIPKFD_21575		Oxidoreductase	SO:0001217, UniRef:UniRef50_A0A0N0D9Z2, UniRef:UniRef90_A0A024ITE2
at_1	cds	1551250	1552974	+	BIPKFD_21580	ilvD	Dihydroxy-acid dehydratase	COG:COG0129, COG:EG, SO:0001217, UniRef:UniRef50_P0DOV7, UniRef:UniRef90_M8AAX2
at_1	cds	1553012	1553722	+	BIPKFD_21585	rraA	Demethylmenaquinone methyltransferase	COG:COG0684, COG:J, RefSeq:WP_003500501.1, SO:0001217, UniParc:UPI00021708F8, UniRef:UniRef100_F7UG15, UniRef:UniRef50_A0A554TXK7, UniRef:UniRef90_A0A024IV22
at_1	cds	1553726	1556077	-	BIPKFD_21590	citB	LuxR family transcriptional regulator	COG:COG2197, COG:TK, SO:0001217, UniRef:UniRef50_A0A1R3TL80, UniRef:UniRef90_A0A6L3DWZ8
at_1	cds	1556214	1557242	+	BIPKFD_21595	dppB	Dipeptide ABC transporter	COG:COG0601, COG:EP, SO:0001217, UniRef:UniRef50_A0A0T7A815, UniRef:UniRef90_B9JMR6
at_1	cds	1557242	1558123	+	BIPKFD_21600	dppC	Dipeptide ABC transporter	COG:COG1173, COG:EP, RefSeq:WP_003500505.1, SO:0001217, UniParc:UPI00021708FB, UniRef:UniRef100_F7UG18, UniRef:UniRef50_F9Y9H9, UniRef:UniRef90_B9JMR7
at_1	cds	1558128	1559774	+	BIPKFD_21605	gsiA	Glutathione import ATP-binding protein GsiA	COG:COG1123, COG:O, SO:0001217, UniRef:UniRef50_A0A1U9YWU2, UniRef:UniRef90_A0A083ZLJ0
at_1	cds	1559792	1561348	+	BIPKFD_21610	hyuA	Acetophenone carboxylase gamma subunit	COG:COG0145, COG:EQ, SO:0001217, UniRef:UniRef50_A0A178WXN1, UniRef:UniRef90_A0A1R3TFM6
at_1	cds	1561341	1562474	+	BIPKFD_21615		DUF917 domain-containing protein	COG:COG3535, COG:S, SO:0001217, UniParc:UPI000E7F87C4, UniRef:UniRef100_A0A357X6Y7, UniRef:UniRef50_A0A318SUU1, UniRef:UniRef90_B9JMS0
at_1	cds	1562517	1564112	+	BIPKFD_21620	ddpA	Glutathione-binding protein gsiB	COG:COG0747, COG:E, SO:0001217, UniRef:UniRef50_B9JMS1, UniRef:UniRef90_A0A0F4FQ76
at_1	cds	1564228	1565304	+	BIPKFD_21625		DUF917 domain-containing protein	COG:COG3535, COG:S, SO:0001217, UniRef:UniRef50_A0A1F7L9W1, UniRef:UniRef90_B9JMS2
at_1	cds	1565301	1566839	+	BIPKFD_21630	hyuA	5-oxoprolinase	COG:COG0145, COG:EQ, SO:0001217, UniRef:UniRef50_A0A1R3TIA2, UniRef:UniRef90_A0A083ZLI5
at_1	cds	1566885	1567829	+	BIPKFD_21635	iaaA	Asparaginase	COG:COG1446, COG:E, SO:0001217, UniRef:UniRef50_A0A083ZLI4, UniRef:UniRef90_A0A083ZLI4
at_1	cds	1567876	1568850	+	BIPKFD_21640	lysR	HTH-type transcriptional regulator GltC	COG:COG0583, COG:K, SO:0001217, UniRef:UniRef50_A0A0M3B0F1, UniRef:UniRef90_A0A083ZKL0
at_1	cds	1569061	1569975	+	BIPKFD_21645	dppB	Binding-protein-dependent transport systems inner membrane component	COG:COG0601, COG:EP, SO:0001217, UniParc:UPI0002170904, UniRef:UniRef100_F7UG27, UniRef:UniRef50_A0A3B8ER19, UniRef:UniRef90_A6UC92
at_1	cds	1569972	1570790	+	BIPKFD_21650	dppC	ABC transporter permease	COG:COG1173, COG:EP, RefSeq:WP_003500526.1, SO:0001217, UniParc:UPI0002170905, UniRef:UniRef100_A0A1B9SWV5, UniRef:UniRef50_A4YRB1, UniRef:UniRef90_A0A1S9EL90
at_1	cds	1570787	1572421	+	BIPKFD_21655	gsiA	Putative ABC transporter nucleotide binding/ATPase protein	COG:COG1123, COG:O, SO:0001217, UniRef:UniRef50_W6WCZ4, UniRef:UniRef90_A0A1S7R0J3
at_1	cds	1572435	1573271	+	BIPKFD_21660	penP	Beta-lactamase class A	COG:COG2367, COG:V, RefSeq:WP_164056774.1, SO:0001217, UniParc:UPI0013A78291, UniRef:UniRef100_A0A1S7S5I9, UniRef:UniRef50_A0A1R3U0G6, UniRef:UniRef90_A0A7H0J945
at_1	cds	1573308	1574852	+	BIPKFD_21665	ddpA	Putative ABC transporter substrate-binding protein	COG:COG0747, COG:E, SO:0001217, UniRef:UniRef50_A0A024IUL6, UniRef:UniRef90_A0A024IUL6
at_1	cds	1574981	1576423	+	BIPKFD_21670	abgB	Putative Peptidase M20D, amidohydrolase putative Aminobenzoyl-glutamate utilization protein	COG:COG1473, COG:R, SO:0001217, UniRef:UniRef50_H6CP65, UniRef:UniRef90_U4QC12
at_1	cds	1576839	1577768	+	BIPKFD_21675	rbsB	HTH-type transcriptional repressor purR	COG:COG1879, COG:G, SO:0001217, UniParc:UPI000E92D0E4, UniRef:UniRef100_A0A357XA47, UniRef:UniRef50_P49308, UniRef:UniRef90_A0A083ZKL7
at_1	cds	1578005	1579546	+	BIPKFD_21680	xylG	Putative ribose/galactose/methyl galactoside import ATP-binding protein 2	COG:COG1129, COG:G, EC:7.5.2.11, EC:7.5.2.7, GO:0005524, GO:0005886, GO:0015611, SO:0001217, UniRef:UniRef50_Q48GY7, UniRef:UniRef90_Q8UAK2
at_1	cds	1579580	1580611	+	BIPKFD_21685	araH	Autoinducer 2 import system permease protein lsrC AI-2 import system permease protein lsrC	COG:COG1172, COG:G, SO:0001217, UniRef:UniRef50_A9BZG6, UniRef:UniRef90_A0A083ZKL9
at_1	cds	1580713	1581468	-	BIPKFD_21690	puuD	Glutamine amidotransferase type-1 domain-containing protein	COG:COG2071, COG:E, RefSeq:WP_003500545.1, SO:0001217, UniParc:UPI000217090E, UniRef:UniRef100_F7UG37, UniRef:UniRef50_F7UG37, UniRef:UniRef90_F7UG37
at_1	cds	1581774	1582871	+	BIPKFD_21695	fcbT1	Alpha-keto acid-binding periplasmic protein TakP	COG:COG4663, COG:Q, RefSeq:WP_003500548.1, SO:0001217, UniParc:UPI0002170910, UniRef:UniRef100_F7UG39, UniRef:UniRef50_Q3J1R2, UniRef:UniRef90_A0A6V7A566
at_1	cds	1583066	1584916	-	BIPKFD_21700		DctM domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0H5BCX6, UniRef:UniRef90_F7UG40
at_1	cds	1584918	1585487	-	BIPKFD_21705		Sugar transporter	RefSeq:WP_137038929.1, SO:0001217, UniParc:UPI0002D462D9, UniRef:UniRef100_A0A357X9Z6, UniRef:UniRef50_A0A2E2RWK5, UniRef:UniRef90_A0A0L6K819
at_1	cds	1585906	1586130	+	BIPKFD_21710		COX4-pro-2 domain-containing protein	RefSeq:WP_082185721.1, SO:0001217, UniParc:UPI0009CA1E02, UniRef:UniRef100_A0A357XAH8, UniRef:UniRef50_W6REH0, UniRef:UniRef90_F7UG42
at_1	cds	1586179	1586712	+	BIPKFD_21715		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A0L6K7A8, UniRef:UniRef90_F7UG43
at_1	cds	1586773	1588026	-	BIPKFD_21720	dadA	D-amino acid dehydrogenase 1	COG:COG0665, COG:E, SO:0001217, UniRef:UniRef50_A0A083ZKM6, UniRef:UniRef90_A0A083ZKM6
at_1	cds	1588358	1590094	+	BIPKFD_21725		Methyl-accepting chemotaxis protein	SO:0001217, UniRef:UniRef50_A0A386DYY7
at_1	cds	1590178	1591485	-	BIPKFD_21730	ssuD	NtaA/DmoA family FMN-dependent monooxygenase	COG:COG2141, COG:HR, SO:0001217, UniRef:UniRef50_A0A248UCK0, UniRef:UniRef90_A0A7I0RP64
at_1	cds	1591513	1592859	-	BIPKFD_21735	prpD	2-methylcitrate dehydratase PrpD	COG:COG2079, COG:G, SO:0001217, UniRef:UniRef50_F7UG47, UniRef:UniRef90_A0A024IV02
at_1	cds	1592864	1593664	-	BIPKFD_21740	glnQ	Glutamine ABC transporter, ATP-binding protein	COG:COG1126, COG:E, SO:0001217, UniRef:UniRef50_A0A383RT31, UniRef:UniRef90_A0A083ZKN0
at_1	cds	1593677	1594459	-	BIPKFD_21745	hisM	Octopine transport system permease protein occM	COG:COG0765, COG:E, RefSeq:WP_082185726.1, SO:0001217, UniParc:UPI0009CE7BB3, UniRef:UniRef100_A0A1S7S6F1, UniRef:UniRef50_A0A1R3TML9, UniRef:UniRef90_A0A083ZKN1
at_1	cds	1594456	1595199	-	BIPKFD_21750	hisM	Inner membrane amino-acid ABC transporter permease protein yecS	COG:COG0765, COG:E, RefSeq:WP_003500570.1, SO:0001217, UniParc:UPI0002170A3F, UniRef:UniRef100_F7UG50, UniRef:UniRef50_A0A6N7CZE4, UniRef:UniRef90_A0A083ZKN2
at_1	cds	1595393	1596232	-	BIPKFD_21755	hisJ	ABC transporter glutamine-binding protein GlnH	COG:COG0834, COG:ET, RefSeq:WP_082185727.1, SO:0001217, UniParc:UPI0009CBB817, UniRef:UniRef100_A0A1S7S6K1, UniRef:UniRef50_A0A1B5ESZ9, UniRef:UniRef90_A0A083ZKN3
at_1	cds	1596544	1598832	-	BIPKFD_21760	pta	NADP-dependent malic enzyme	COG:C, COG:COG0281, RefSeq:WP_003500574.1, SO:0001217, UniParc:UPI0002170A41, UniRef:UniRef100_F7UG52, UniRef:UniRef50_O30808, UniRef:UniRef90_U4Q1W4
at_1	cds	1598993	1599892	-	BIPKFD_21765		LysR family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A3B8F3T4, UniRef:UniRef90_A0A0X7AH17
at_1	cds	1600292	1602721	+	BIPKFD_21770	gcd	Glucose dehydrogenase	COG:COG4993, COG:G, SO:0001217, UniRef:UniRef50_Q59086, UniRef:UniRef90_A0A083ZKN6
at_1	cds	1603000	1604430	+	BIPKFD_21775		Mannose-1-phosphate guanylyltransferase	SO:0001217, UniRef:UniRef50_A0A4R3LVR3
at_1	cds	1604499	1605221	-	BIPKFD_21780		Abortive infection protein	SO:0001217, UniRef:UniRef50_M8A935, UniRef:UniRef90_F7UG57
at_1	cds	1605479	1606705	+	BIPKFD_21785	ugpB	Sugar ABC transporter substrate-binding protein	COG:COG1653, COG:G, SO:0001217, UniRef:UniRef50_L0KGT9, UniRef:UniRef90_M8AA93
at_1	cds	1606830	1607732	+	BIPKFD_21790	ugpA	Permease component of ABC-type sugar transporter	COG:COG1175, COG:G, RefSeq:WP_003500588.1, SO:0001217, UniParc:UPI0002170A48, UniRef:UniRef100_F7UG59, UniRef:UniRef50_Q98GI0, UniRef:UniRef90_J2IQK3
