,strain,treatment,cosm,name,contig,start,end,length
2066,Comamonas testosteroni,3,5,Ct35.1,tig00000002_polypolish,197054,197055,1
2067,Comamonas testosteroni,3,5,Ct35.1,tig00000002_polypolish,197185,197186,1
2068,Comamonas testosteroni,3,5,Ct35.1,tig00000002_polypolish,197242,197243,1
2069,Comamonas testosteroni,3,5,Ct35.1,tig00000002_polypolish,197353,197354,1
2070,Comamonas testosteroni,3,5,Ct35.1,tig00000002_polypolish,197389,197390,1
2071,Comamonas testosteroni,3,5,Ct35.1,tig00000002_polypolish,197475,197476,1
2072,Comamonas testosteroni,3,5,Ct35.1,tig00000002_polypolish,197540,197542,2
2073,Comamonas testosteroni,3,5,Ct35.1,tig00000002_polypolish,197767,198853,1086
2074,Comamonas testosteroni,4,1,Ct41.1,tig00000001_polypolish,1,5302,5301
2075,Comamonas testosteroni,4,1,Ct41.1,tig00000001_polypolish,5604,5605,1
2076,Comamonas testosteroni,4,1,Ct41.1,tig00000001_polypolish,6048,6049,1
2077,Comamonas testosteroni,4,1,Ct41.1,tig00000001_polypolish,6396,6398,2
2078,Comamonas testosteroni,4,1,Ct41.1,tig00000001_polypolish,7482,7483,1
2079,Comamonas testosteroni,4,1,Ct41.1,tig00000001_polypolish,8194,8195,1
2080,Comamonas testosteroni,4,1,Ct41.1,tig00000001_polypolish,9323,9324,1
2081,Comamonas testosteroni,4,1,Ct41.1,tig00000001_polypolish,2606251,2606253,2
2082,Comamonas testosteroni,4,1,Ct41.1,tig00000001_polypolish,2606256,2606292,36
2083,Comamonas testosteroni,4,1,Ct41.1,tig00000001_polypolish,2963090,2963091,1
2084,Comamonas testosteroni,4,1,Ct41.1,tig00000001_polypolish,2993499,2993500,1
2085,Comamonas testosteroni,4,1,Ct41.1,tig00000001_polypolish,3312045,3312058,13
2086,Comamonas testosteroni,4,1,Ct41.1,tig00000001_polypolish,5929450,5929451,1
2087,Comamonas testosteroni,4,1,Ct41.1,tig00000001_polypolish,5929505,5929506,1
2088,Comamonas testosteroni,4,1,Ct41.1,tig00000001_polypolish,5929771,5931885,2114
2089,Comamonas testosteroni,4,1,Ct41.1,tig00000002_polypolish,0,778,778
2090,Comamonas testosteroni,4,1,Ct41.1,tig00000002_polypolish,802,803,1
2091,Comamonas testosteroni,4,1,Ct41.1,tig00000002_polypolish,192609,192610,1
2092,Comamonas testosteroni,4,1,Ct41.1,tig00000002_polypolish,192792,192793,1
2093,Comamonas testosteroni,4,1,Ct41.1,tig00000002_polypolish,193928,193929,1
2094,Comamonas testosteroni,4,1,Ct41.1,tig00000002_polypolish,194970,194972,2
2095,Comamonas testosteroni,4,1,Ct41.1,tig00000002_polypolish,195923,195924,1
2096,Comamonas testosteroni,4,1,Ct41.1,tig00000002_polypolish,196124,198853,2729
2097,Comamonas testosteroni,4,2,Ct42.1,tig00000001_polypolish,1,675,674
2098,Comamonas testosteroni,4,2,Ct42.1,tig00000001_polypolish,845,846,1
2099,Comamonas testosteroni,4,2,Ct42.1,tig00000001_polypolish,1037,1040,3
2100,Comamonas testosteroni,4,2,Ct42.1,tig00000001_polypolish,1571,1572,1
2101,Comamonas testosteroni,4,2,Ct42.1,tig00000001_polypolish,508660,508661,1
2102,Comamonas testosteroni,4,2,Ct42.1,tig00000001_polypolish,511471,511472,1
2103,Comamonas testosteroni,4,2,Ct42.1,tig00000001_polypolish,663769,663770,1
2104,Comamonas testosteroni,4,2,Ct42.1,tig00000001_polypolish,955938,955939,1
2105,Comamonas testosteroni,4,2,Ct42.1,tig00000001_polypolish,973787,973788,1
2106,Comamonas testosteroni,4,2,Ct42.1,tig00000001_polypolish,1824591,1824592,1
2107,Comamonas testosteroni,4,2,Ct42.1,tig00000001_polypolish,2606257,2606292,35
2108,Comamonas testosteroni,4,2,Ct42.1,tig00000001_polypolish,2963090,2963091,1
2109,Comamonas testosteroni,4,2,Ct42.1,tig00000001_polypolish,3205265,3205266,1
2110,Comamonas testosteroni,4,2,Ct42.1,tig00000001_polypolish,3312045,3312058,13
2111,Comamonas testosteroni,4,2,Ct42.1,tig00000001_polypolish,4346793,4346794,1
2112,Comamonas testosteroni,4,2,Ct42.1,tig00000001_polypolish,4698047,4698048,1
2113,Comamonas testosteroni,4,2,Ct42.1,tig00000001_polypolish,5251464,5251465,1
2114,Comamonas testosteroni,4,2,Ct42.1,tig00000001_polypolish,5312857,5312858,1
2115,Comamonas testosteroni,4,2,Ct42.1,tig00000001_polypolish,5734692,5734693,1
2116,Comamonas testosteroni,4,2,Ct42.1,tig00000001_polypolish,5923982,5923983,1
2117,Comamonas testosteroni,4,2,Ct42.1,tig00000001_polypolish,5925168,5925169,1
2118,Comamonas testosteroni,4,2,Ct42.1,tig00000001_polypolish,5925334,5925335,1
2119,Comamonas testosteroni,4,2,Ct42.1,tig00000001_polypolish,5925458,5925459,1
2120,Comamonas testosteroni,4,2,Ct42.1,tig00000001_polypolish,5925495,5925496,1
2121,Comamonas testosteroni,4,2,Ct42.1,tig00000001_polypolish,5926074,5926075,1
2122,Comamonas testosteroni,4,2,Ct42.1,tig00000001_polypolish,5926544,5926545,1
2123,Comamonas testosteroni,4,2,Ct42.1,tig00000001_polypolish,5926628,5926629,1
2124,Comamonas testosteroni,4,2,Ct42.1,tig00000001_polypolish,5928719,5928720,1
2125,Comamonas testosteroni,4,2,Ct42.1,tig00000001_polypolish,5928813,5928814,1
2126,Comamonas testosteroni,4,2,Ct42.1,tig00000001_polypolish,5928869,5928870,1
2127,Comamonas testosteroni,4,2,Ct42.1,tig00000001_polypolish,5928884,5928885,1
2128,Comamonas testosteroni,4,2,Ct42.1,tig00000001_polypolish,5928889,5928890,1
2129,Comamonas testosteroni,4,2,Ct42.1,tig00000001_polypolish,5928918,5928919,1
2130,Comamonas testosteroni,4,2,Ct42.1,tig00000001_polypolish,5928972,5928973,1
2131,Comamonas testosteroni,4,2,Ct42.1,tig00000001_polypolish,5929000,5929001,1
2132,Comamonas testosteroni,4,2,Ct42.1,tig00000001_polypolish,5929131,5929132,1
2133,Comamonas testosteroni,4,2,Ct42.1,tig00000001_polypolish,5929203,5931885,2682
2134,Comamonas testosteroni,4,2,Ct42.1,tig00000002_polypolish,0,1596,1596
2135,Comamonas testosteroni,4,2,Ct42.1,tig00000002_polypolish,2163,2164,1
2136,Comamonas testosteroni,4,2,Ct42.1,tig00000002_polypolish,2980,2981,1
2137,Comamonas testosteroni,4,2,Ct42.1,tig00000002_polypolish,196670,196671,1
2138,Comamonas testosteroni,4,2,Ct42.1,tig00000002_polypolish,197357,197358,1
2139,Comamonas testosteroni,4,2,Ct42.1,tig00000002_polypolish,197657,197658,1
2140,Comamonas testosteroni,4,2,Ct42.1,tig00000002_polypolish,198177,198853,676
2141,Comamonas testosteroni,4,2,Ct42.2,tig00000001_polypolish,1,479,478
2142,Comamonas testosteroni,4,2,Ct42.2,tig00000001_polypolish,821,822,1
2143,Comamonas testosteroni,4,2,Ct42.2,tig00000001_polypolish,1027,1028,1
2144,Comamonas testosteroni,4,2,Ct42.2,tig00000001_polypolish,1201,1202,1
2145,Comamonas testosteroni,4,2,Ct42.2,tig00000001_polypolish,2020,2021,1
2146,Comamonas testosteroni,4,2,Ct42.2,tig00000001_polypolish,2606256,2606292,36
2147,Comamonas testosteroni,4,2,Ct42.2,tig00000001_polypolish,3312045,3312058,13
2148,Comamonas testosteroni,4,2,Ct42.2,tig00000001_polypolish,4864250,4864251,1
2149,Comamonas testosteroni,4,2,Ct42.2,tig00000001_polypolish,5638639,5783915,145276
2150,Comamonas testosteroni,4,2,Ct42.2,tig00000001_polypolish,5783968,5783970,2
2151,Comamonas testosteroni,4,2,Ct42.2,tig00000001_polypolish,5927226,5927227,1
2152,Comamonas testosteroni,4,2,Ct42.2,tig00000001_polypolish,5927692,5927693,1
2153,Comamonas testosteroni,4,2,Ct42.2,tig00000001_polypolish,5929099,5929100,1
2154,Comamonas testosteroni,4,2,Ct42.2,tig00000001_polypolish,5929324,5929325,1
2155,Comamonas testosteroni,4,2,Ct42.2,tig00000001_polypolish,5929701,5931885,2184
2156,Comamonas testosteroni,4,2,Ct42.2,tig00000002_polypolish,0,5242,5242
2157,Comamonas testosteroni,4,2,Ct42.2,tig00000002_polypolish,5421,5422,1
2158,Comamonas testosteroni,4,2,Ct42.2,tig00000002_polypolish,5515,5516,1
2159,Comamonas testosteroni,4,2,Ct42.2,tig00000002_polypolish,5619,5620,1
2160,Comamonas testosteroni,4,2,Ct42.2,tig00000002_polypolish,5837,5838,1
2161,Comamonas testosteroni,4,2,Ct42.2,tig00000002_polypolish,5858,5859,1
2162,Comamonas testosteroni,4,2,Ct42.2,tig00000002_polypolish,5898,5900,2
2163,Comamonas testosteroni,4,2,Ct42.2,tig00000002_polypolish,6117,6118,1
2164,Comamonas testosteroni,4,2,Ct42.2,tig00000002_polypolish,6247,6248,1
2165,Comamonas testosteroni,4,2,Ct42.2,tig00000002_polypolish,6356,6357,1
2166,Comamonas testosteroni,4,2,Ct42.2,tig00000002_polypolish,6769,6770,1
2167,Comamonas testosteroni,4,2,Ct42.2,tig00000002_polypolish,6900,6901,1
2168,Comamonas testosteroni,4,2,Ct42.2,tig00000002_polypolish,195146,195149,3
2169,Comamonas testosteroni,4,2,Ct42.2,tig00000002_polypolish,195150,195152,2
2170,Comamonas testosteroni,4,2,Ct42.2,tig00000002_polypolish,195295,195296,1
2171,Comamonas testosteroni,4,2,Ct42.2,tig00000002_polypolish,195465,195466,1
2172,Comamonas testosteroni,4,2,Ct42.2,tig00000002_polypolish,195923,195924,1
2173,Comamonas testosteroni,4,2,Ct42.2,tig00000002_polypolish,196005,196006,1
2174,Comamonas testosteroni,4,2,Ct42.2,tig00000002_polypolish,196349,198853,2504
2175,Comamonas testosteroni,4,3,Ct43.1,tig00000001_polypolish,1,1697,1696
2176,Comamonas testosteroni,4,3,Ct43.1,tig00000001_polypolish,428767,428768,1
2177,Comamonas testosteroni,4,3,Ct43.1,tig00000001_polypolish,2606251,2606253,2
2178,Comamonas testosteroni,4,3,Ct43.1,tig00000001_polypolish,2606256,2606292,36
2179,Comamonas testosteroni,4,3,Ct43.1,tig00000001_polypolish,3312045,3312058,13
2180,Comamonas testosteroni,4,3,Ct43.1,tig00000001_polypolish,3655239,3655240,1
2181,Comamonas testosteroni,4,3,Ct43.1,tig00000001_polypolish,3665764,3665765,1
2182,Comamonas testosteroni,4,3,Ct43.1,tig00000001_polypolish,4345469,4345470,1
2183,Comamonas testosteroni,4,3,Ct43.1,tig00000001_polypolish,5644689,5644690,1
2184,Comamonas testosteroni,4,3,Ct43.1,tig00000001_polypolish,5923256,5923257,1
2185,Comamonas testosteroni,4,3,Ct43.1,tig00000001_polypolish,5923566,5923567,1
2186,Comamonas testosteroni,4,3,Ct43.1,tig00000001_polypolish,5924268,5924269,1
2187,Comamonas testosteroni,4,3,Ct43.1,tig00000001_polypolish,5924532,5924533,1
2188,Comamonas testosteroni,4,3,Ct43.1,tig00000001_polypolish,5924662,5924663,1
2189,Comamonas testosteroni,4,3,Ct43.1,tig00000001_polypolish,5925010,5925011,1
2190,Comamonas testosteroni,4,3,Ct43.1,tig00000001_polypolish,5925194,5931885,6691
2191,Comamonas testosteroni,4,3,Ct43.1,tig00000002_polypolish,0,988,988
2192,Comamonas testosteroni,4,3,Ct43.1,tig00000002_polypolish,2003,2004,1
2193,Comamonas testosteroni,4,3,Ct43.1,tig00000002_polypolish,23208,24947,1739
2194,Comamonas testosteroni,4,3,Ct43.1,tig00000002_polypolish,195503,195504,1
2195,Comamonas testosteroni,4,3,Ct43.1,tig00000002_polypolish,195723,195724,1
2196,Comamonas testosteroni,4,3,Ct43.1,tig00000002_polypolish,195856,198853,2997
2197,Comamonas testosteroni,4,4,Ct44.1,tig00000001_polypolish,1,468,467
2198,Comamonas testosteroni,4,4,Ct44.1,tig00000001_polypolish,2172452,2172453,1
2199,Comamonas testosteroni,4,4,Ct44.1,tig00000001_polypolish,2606251,2606253,2
2200,Comamonas testosteroni,4,4,Ct44.1,tig00000001_polypolish,2606256,2606292,36
2201,Comamonas testosteroni,4,4,Ct44.1,tig00000001_polypolish,3312045,3312058,13
2202,Comamonas testosteroni,4,4,Ct44.1,tig00000001_polypolish,4746179,4746180,1
2203,Comamonas testosteroni,4,4,Ct44.1,tig00000001_polypolish,5847731,5847732,1
2204,Comamonas testosteroni,4,4,Ct44.1,tig00000001_polypolish,5925211,5925212,1
2205,Comamonas testosteroni,4,4,Ct44.1,tig00000001_polypolish,5926151,5926155,4
2206,Comamonas testosteroni,4,4,Ct44.1,tig00000001_polypolish,5926411,5926412,1
2207,Comamonas testosteroni,4,4,Ct44.1,tig00000001_polypolish,5926598,5926599,1
2208,Comamonas testosteroni,4,4,Ct44.1,tig00000001_polypolish,5926787,5926788,1
2209,Comamonas testosteroni,4,4,Ct44.1,tig00000001_polypolish,5926809,5926810,1
2210,Comamonas testosteroni,4,4,Ct44.1,tig00000001_polypolish,5926917,5926918,1
2211,Comamonas testosteroni,4,4,Ct44.1,tig00000001_polypolish,5927324,5927325,1
2212,Comamonas testosteroni,4,4,Ct44.1,tig00000001_polypolish,5927333,5927334,1
2213,Comamonas testosteroni,4,4,Ct44.1,tig00000001_polypolish,5927347,5927348,1
2214,Comamonas testosteroni,4,4,Ct44.1,tig00000001_polypolish,5927825,5927826,1
2215,Comamonas testosteroni,4,4,Ct44.1,tig00000001_polypolish,5927834,5931885,4051
2216,Comamonas testosteroni,4,4,Ct44.1,tig00000002_polypolish,0,6680,6680
2217,Comamonas testosteroni,4,4,Ct44.1,tig00000002_polypolish,6764,6765,1
2218,Comamonas testosteroni,4,4,Ct44.1,tig00000002_polypolish,8383,8384,1
2219,Comamonas testosteroni,4,4,Ct44.1,tig00000002_polypolish,195428,195429,1
2220,Comamonas testosteroni,4,4,Ct44.1,tig00000002_polypolish,195722,195723,1
2221,Comamonas testosteroni,4,4,Ct44.1,tig00000002_polypolish,196140,196143,3
2222,Comamonas testosteroni,4,4,Ct44.1,tig00000002_polypolish,196380,196381,1
2223,Comamonas testosteroni,4,4,Ct44.1,tig00000002_polypolish,196454,196455,1
2224,Comamonas testosteroni,4,4,Ct44.1,tig00000002_polypolish,196893,198853,1960
2225,Comamonas testosteroni,4,5,Ct45.1,tig00000001_polypolish,1,2127,2126
2226,Comamonas testosteroni,4,5,Ct45.1,tig00000001_polypolish,7153,7154,1
2227,Comamonas testosteroni,4,5,Ct45.1,tig00000001_polypolish,2606251,2606253,2
2228,Comamonas testosteroni,4,5,Ct45.1,tig00000001_polypolish,2606256,2606292,36
2229,Comamonas testosteroni,4,5,Ct45.1,tig00000001_polypolish,3312045,3312058,13
2230,Comamonas testosteroni,4,5,Ct45.1,tig00000001_polypolish,4699601,4699602,1
2231,Comamonas testosteroni,4,5,Ct45.1,tig00000001_polypolish,5638639,5783915,145276
2232,Comamonas testosteroni,4,5,Ct45.1,tig00000001_polypolish,5783968,5783970,2
2233,Comamonas testosteroni,4,5,Ct45.1,tig00000001_polypolish,5928193,5928194,1
2234,Comamonas testosteroni,4,5,Ct45.1,tig00000001_polypolish,5928461,5931885,3424
2235,Comamonas testosteroni,4,5,Ct45.1,tig00000002_polypolish,0,6381,6381
2236,Comamonas testosteroni,4,5,Ct45.1,tig00000002_polypolish,6613,6615,2
2237,Comamonas testosteroni,4,5,Ct45.1,tig00000002_polypolish,7132,7133,1
2238,Comamonas testosteroni,4,5,Ct45.1,tig00000002_polypolish,196891,196893,2
2239,Comamonas testosteroni,4,5,Ct45.1,tig00000002_polypolish,197055,197056,1
2240,Comamonas testosteroni,4,5,Ct45.1,tig00000002_polypolish,197357,197358,1
2241,Comamonas testosteroni,4,5,Ct45.1,tig00000002_polypolish,197509,198853,1344
2242,Microbacterium saperdae,3,1,Ms31.1,tig00000001_polypolish,1,1827,1826
2243,Microbacterium saperdae,3,1,Ms31.1,tig00000001_polypolish,2124,2125,1
2244,Microbacterium saperdae,3,1,Ms31.1,tig00000001_polypolish,2184,2185,1
2245,Microbacterium saperdae,3,1,Ms31.1,tig00000001_polypolish,2202,2203,1
2246,Microbacterium saperdae,3,1,Ms31.1,tig00000001_polypolish,2435,2436,1
2247,Microbacterium saperdae,3,1,Ms31.1,tig00000001_polypolish,2482,2483,1
2248,Microbacterium saperdae,3,1,Ms31.1,tig00000001_polypolish,2742,2743,1
2249,Microbacterium saperdae,3,1,Ms31.1,tig00000001_polypolish,2890,2891,1
2250,Microbacterium saperdae,3,1,Ms31.1,tig00000001_polypolish,2899,2900,1
2251,Microbacterium saperdae,3,1,Ms31.1,tig00000001_polypolish,2904,2905,1
2252,Microbacterium saperdae,3,1,Ms31.1,tig00000001_polypolish,2963,2964,1
2253,Microbacterium saperdae,3,1,Ms31.1,tig00000001_polypolish,3048,3049,1
2254,Microbacterium saperdae,3,1,Ms31.1,tig00000001_polypolish,3266,3268,2
2255,Microbacterium saperdae,3,1,Ms31.1,tig00000001_polypolish,3890,3891,1
2256,Microbacterium saperdae,3,1,Ms31.1,tig00000001_polypolish,1953154,1953156,2
2257,Microbacterium saperdae,3,1,Ms31.1,tig00000001_polypolish,2193771,2193783,12
2258,Microbacterium saperdae,3,1,Ms31.1,tig00000001_polypolish,3683425,3683432,7
2259,Microbacterium saperdae,3,1,Ms31.1,tig00000001_polypolish,3754287,3754288,1
2260,Microbacterium saperdae,3,1,Ms31.1,tig00000001_polypolish,3756367,3756368,1
2261,Microbacterium saperdae,3,1,Ms31.1,tig00000001_polypolish,3756578,3756579,1
2262,Microbacterium saperdae,3,1,Ms31.1,tig00000001_polypolish,3757060,3757061,1
2263,Microbacterium saperdae,3,1,Ms31.1,tig00000001_polypolish,3757505,3757506,1
2264,Microbacterium saperdae,3,1,Ms31.1,tig00000001_polypolish,3757603,3757604,1
2265,Microbacterium saperdae,3,1,Ms31.1,tig00000001_polypolish,3757619,3757620,1
2266,Microbacterium saperdae,3,1,Ms31.1,tig00000001_polypolish,3758034,3758035,1
2267,Microbacterium saperdae,3,1,Ms31.1,tig00000001_polypolish,3758824,3758825,1
2268,Microbacterium saperdae,3,1,Ms31.1,tig00000001_polypolish,3758852,3761082,2230
2269,Microbacterium saperdae,3,2,Ms32.1,tig00000001_polypolish,1,450,449
2270,Microbacterium saperdae,3,2,Ms32.1,tig00000001_polypolish,754,755,1
2271,Microbacterium saperdae,3,2,Ms32.1,tig00000001_polypolish,803,804,1
2272,Microbacterium saperdae,3,2,Ms32.1,tig00000001_polypolish,951,952,1
2273,Microbacterium saperdae,3,2,Ms32.1,tig00000001_polypolish,819461,819484,23
2274,Microbacterium saperdae,3,2,Ms32.1,tig00000001_polypolish,3756059,3756060,1
2275,Microbacterium saperdae,3,2,Ms32.1,tig00000001_polypolish,3756380,3756381,1
2276,Microbacterium saperdae,3,2,Ms32.1,tig00000001_polypolish,3756708,3756709,1
2277,Microbacterium saperdae,3,2,Ms32.1,tig00000001_polypolish,3757506,3757507,1
2278,Microbacterium saperdae,3,2,Ms32.1,tig00000001_polypolish,3757536,3757537,1
2279,Microbacterium saperdae,3,2,Ms32.1,tig00000001_polypolish,3757825,3757826,1
2280,Microbacterium saperdae,3,2,Ms32.1,tig00000001_polypolish,3758355,3758356,1
2281,Microbacterium saperdae,3,2,Ms32.1,tig00000001_polypolish,3758619,3758620,1
2282,Microbacterium saperdae,3,2,Ms32.1,tig00000001_polypolish,3758931,3758932,1
2283,Microbacterium saperdae,3,2,Ms32.1,tig00000001_polypolish,3759014,3759015,1
2284,Microbacterium saperdae,3,2,Ms32.1,tig00000001_polypolish,3759020,3759021,1
2285,Microbacterium saperdae,3,2,Ms32.1,tig00000001_polypolish,3759084,3759085,1
2286,Microbacterium saperdae,3,2,Ms32.1,tig00000001_polypolish,3759095,3759096,1
2287,Microbacterium saperdae,3,2,Ms32.1,tig00000001_polypolish,3759137,3759138,1
2288,Microbacterium saperdae,3,2,Ms32.1,tig00000001_polypolish,3759194,3759195,1
2289,Microbacterium saperdae,3,2,Ms32.1,tig00000001_polypolish,3759380,3759381,1
2290,Microbacterium saperdae,3,2,Ms32.1,tig00000001_polypolish,3759415,3759416,1
2291,Microbacterium saperdae,3,2,Ms32.1,tig00000001_polypolish,3759684,3761082,1398
2292,Microbacterium saperdae,3,3,Ms33.1,tig00000001_polypolish,1,1415,1414
2293,Microbacterium saperdae,3,3,Ms33.1,tig00000001_polypolish,1574,1575,1
2294,Microbacterium saperdae,3,3,Ms33.1,tig00000001_polypolish,1815,1816,1
2295,Microbacterium saperdae,3,3,Ms33.1,tig00000001_polypolish,2202,2203,1
2296,Microbacterium saperdae,3,3,Ms33.1,tig00000001_polypolish,2742,2743,1
2297,Microbacterium saperdae,3,3,Ms33.1,tig00000001_polypolish,497025,497034,9
2298,Microbacterium saperdae,3,3,Ms33.1,tig00000001_polypolish,3760492,3760493,1
2299,Microbacterium saperdae,3,3,Ms33.1,tig00000001_polypolish,3760563,3761082,519
2300,Microbacterium saperdae,3,4,Ms34.1,tig00000001_polypolish,1,3561,3560
2301,Microbacterium saperdae,3,4,Ms34.1,tig00000001_polypolish,3758912,3758913,1
2302,Microbacterium saperdae,3,4,Ms34.1,tig00000001_polypolish,3759006,3759007,1
2303,Microbacterium saperdae,3,4,Ms34.1,tig00000001_polypolish,3759058,3759060,2
2304,Microbacterium saperdae,3,4,Ms34.1,tig00000001_polypolish,3759126,3759128,2
2305,Microbacterium saperdae,3,4,Ms34.1,tig00000001_polypolish,3759168,3759169,1
2306,Microbacterium saperdae,3,4,Ms34.1,tig00000001_polypolish,3759175,3759176,1
2307,Microbacterium saperdae,3,4,Ms34.1,tig00000001_polypolish,3759202,3759203,1
2308,Microbacterium saperdae,3,4,Ms34.1,tig00000001_polypolish,3759220,3761082,1862
2309,Microbacterium saperdae,3,5,Ms35.1,tig00000001_polypolish,1,350,349
2310,Microbacterium saperdae,3,5,Ms35.1,tig00000001_polypolish,473,474,1
2311,Microbacterium saperdae,3,5,Ms35.1,tig00000001_polypolish,550,551,1
2312,Microbacterium saperdae,3,5,Ms35.1,tig00000001_polypolish,670,671,1
2313,Microbacterium saperdae,3,5,Ms35.1,tig00000001_polypolish,765,766,1
2314,Microbacterium saperdae,3,5,Ms35.1,tig00000001_polypolish,793,795,2
2315,Microbacterium saperdae,3,5,Ms35.1,tig00000001_polypolish,1051,1056,5
2316,Microbacterium saperdae,3,5,Ms35.1,tig00000001_polypolish,1254,1255,1
2317,Microbacterium saperdae,3,5,Ms35.1,tig00000001_polypolish,1305,1306,1
2318,Microbacterium saperdae,3,5,Ms35.1,tig00000001_polypolish,1779,1780,1
2319,Microbacterium saperdae,3,5,Ms35.1,tig00000001_polypolish,838694,838727,33
2320,Microbacterium saperdae,3,5,Ms35.1,tig00000001_polypolish,3756941,3756942,1
2321,Microbacterium saperdae,3,5,Ms35.1,tig00000001_polypolish,3757908,3757909,1
2322,Microbacterium saperdae,3,5,Ms35.1,tig00000001_polypolish,3760287,3760288,1
2323,Microbacterium saperdae,3,5,Ms35.1,tig00000001_polypolish,3760620,3760621,1
2324,Microbacterium saperdae,3,5,Ms35.1,tig00000001_polypolish,3760886,3761082,196
2325,Microbacterium saperdae,4,2,Ms42.1,tig00000001_polypolish,1,311,310
2326,Microbacterium saperdae,4,2,Ms42.1,tig00000001_polypolish,438,439,1
2327,Microbacterium saperdae,4,2,Ms42.1,tig00000001_polypolish,606,607,1
2328,Microbacterium saperdae,4,2,Ms42.1,tig00000001_polypolish,320437,320438,1
2329,Microbacterium saperdae,4,2,Ms42.1,tig00000001_polypolish,1837676,1837801,125
2330,Microbacterium saperdae,4,2,Ms42.1,tig00000001_polypolish,1953154,1953156,2
2331,Microbacterium saperdae,4,2,Ms42.1,tig00000001_polypolish,2197905,2197908,3
2332,Microbacterium saperdae,4,2,Ms42.1,tig00000001_polypolish,3683635,3683637,2
2333,Microbacterium saperdae,4,2,Ms42.1,tig00000001_polypolish,3758421,3758422,1
2334,Microbacterium saperdae,4,2,Ms42.1,tig00000001_polypolish,3759254,3759255,1
2335,Microbacterium saperdae,4,2,Ms42.1,tig00000001_polypolish,3760365,3761082,717
2336,Microbacterium saperdae,4,3,Ms43.1,tig00000001_polypolish,1,3324,3323
2337,Microbacterium saperdae,4,3,Ms43.1,tig00000001_polypolish,537516,537518,2
2338,Microbacterium saperdae,4,3,Ms43.1,tig00000001_polypolish,3758655,3758656,1
2339,Microbacterium saperdae,4,3,Ms43.1,tig00000001_polypolish,3759020,3759021,1
2340,Microbacterium saperdae,4,3,Ms43.1,tig00000001_polypolish,3759137,3759138,1
2341,Microbacterium saperdae,4,3,Ms43.1,tig00000001_polypolish,3760029,3760030,1
2342,Microbacterium saperdae,4,3,Ms43.1,tig00000001_polypolish,3760293,3760295,2
2343,Microbacterium saperdae,4,3,Ms43.1,tig00000001_polypolish,3760889,3761082,193
2344,Microbacterium saperdae,4,5,Ms45.1,tig00000001_polypolish,1,2679,2678
2345,Microbacterium saperdae,4,5,Ms45.1,tig00000001_polypolish,2823,2825,2
2346,Microbacterium saperdae,4,5,Ms45.1,tig00000001_polypolish,2840,2842,2
2347,Microbacterium saperdae,4,5,Ms45.1,tig00000001_polypolish,3095,3096,1
2348,Microbacterium saperdae,4,5,Ms45.1,tig00000001_polypolish,3261,3262,1
2349,Microbacterium saperdae,4,5,Ms45.1,tig00000001_polypolish,3278,3279,1
2350,Microbacterium saperdae,4,5,Ms45.1,tig00000001_polypolish,3340,3341,1
2351,Microbacterium saperdae,4,5,Ms45.1,tig00000001_polypolish,3343,3344,1
2352,Microbacterium saperdae,4,5,Ms45.1,tig00000001_polypolish,3553,3555,2
2353,Microbacterium saperdae,4,5,Ms45.1,tig00000001_polypolish,3703,3705,2
2354,Microbacterium saperdae,4,5,Ms45.1,tig00000001_polypolish,3724,3725,1
2355,Microbacterium saperdae,4,5,Ms45.1,tig00000001_polypolish,5322,5323,1
2356,Microbacterium saperdae,4,5,Ms45.1,tig00000001_polypolish,1837927,1837933,6
2357,Microbacterium saperdae,4,5,Ms45.1,tig00000001_polypolish,1953154,1953158,4
2358,Microbacterium saperdae,4,5,Ms45.1,tig00000001_polypolish,1982264,1982269,5
2359,Microbacterium saperdae,4,5,Ms45.1,tig00000001_polypolish,3759950,3759951,1
2360,Microbacterium saperdae,4,5,Ms45.1,tig00000001_polypolish,3760907,3761082,175
2361,Ochrobactrum anthropi,4,1,Oa41.1,tig00000002_polypolish,1,298,297
2362,Ochrobactrum anthropi,4,1,Oa41.1,tig00000002_polypolish,894,895,1
2363,Ochrobactrum anthropi,4,1,Oa41.1,tig00000002_polypolish,2276581,2276582,1
2364,Ochrobactrum anthropi,4,1,Oa41.1,tig00000002_polypolish,2285333,2285334,1
2365,Ochrobactrum anthropi,4,1,Oa41.1,tig00000002_polypolish,2285434,2285435,1
2366,Ochrobactrum anthropi,4,1,Oa41.1,tig00000002_polypolish,2285716,2285717,1
2367,Ochrobactrum anthropi,4,1,Oa41.1,tig00000002_polypolish,2285824,2285825,1
2368,Ochrobactrum anthropi,4,1,Oa41.1,tig00000002_polypolish,2285992,2285993,1
2369,Ochrobactrum anthropi,4,1,Oa41.1,tig00000002_polypolish,2286082,2286083,1
2370,Ochrobactrum anthropi,4,1,Oa41.1,tig00000002_polypolish,2286124,2286125,1
2371,Ochrobactrum anthropi,4,1,Oa41.1,tig00000002_polypolish,2286199,2286200,1
2372,Ochrobactrum anthropi,4,1,Oa41.1,tig00000002_polypolish,2286234,2286235,1
2373,Ochrobactrum anthropi,4,1,Oa41.1,tig00000002_polypolish,2286342,2286343,1
2374,Ochrobactrum anthropi,4,1,Oa41.1,tig00000002_polypolish,2286376,2288364,1988
2375,Ochrobactrum anthropi,4,1,Oa41.1,tig00000003_polypolish,0,720,720
