# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_missense_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
cysS	NHFMJM_05925	NHFMJM_05925	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0
cysT	NHFMJM_01465	NHFMJM_01465	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
cysW	NHFMJM_01460	NHFMJM_01460	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0
cytC553	NHFMJM_24625	NHFMJM_24625	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
cytC556	NHFMJM_12850	NHFMJM_12850	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
czcO	NHFMJM_26290	NHFMJM_26290	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
dAP2	NHFMJM_09650	NHFMJM_09650	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3
dLH	NHFMJM_07330	NHFMJM_07330	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
dadA	NHFMJM_15495	NHFMJM_15495	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
dadA	NHFMJM_17590	NHFMJM_17590	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
dadA	NHFMJM_18130	NHFMJM_18130	protein_coding	1	0	0	0	0	1	0	0	0	0	0	0
dcg1	NHFMJM_23075	NHFMJM_23075	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
degQ	NHFMJM_08270	NHFMJM_08270	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
dgkA	NHFMJM_03550	NHFMJM_03550	protein_coding	0	0	0	3	1	0	0	0	0	0	0	2
dinG	NHFMJM_11170	NHFMJM_11170	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
dnaE	NHFMJM_00880	NHFMJM_00880	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
dnaK	NHFMJM_09190	NHFMJM_09190	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
dnaX	NHFMJM_03655	NHFMJM_03655	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
dppB	NHFMJM_07920	NHFMJM_07920	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
dsbB	NHFMJM_01450	NHFMJM_01450	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
dsbG	NHFMJM_24605	NHFMJM_24605	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
dsd1	NHFMJM_15225	NHFMJM_15225	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
dtd	NHFMJM_15090	NHFMJM_15090	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
eAL	NHFMJM_22315	NHFMJM_22315	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2
eRG3	NHFMJM_21180	NHFMJM_21180	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
ecfA2	NHFMJM_01530	NHFMJM_01530	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
ecfT	NHFMJM_01535	NHFMJM_01535	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0
era	NHFMJM_07035	NHFMJM_07035	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
estX	NHFMJM_28275	NHFMJM_28275	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
eutG	NHFMJM_04185	NHFMJM_04185	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
eutG	NHFMJM_20420	NHFMJM_20420	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2
fAA1	NHFMJM_14975	NHFMJM_14975	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3
fabB	NHFMJM_21865	NHFMJM_21865	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
fabG	NHFMJM_00765	NHFMJM_00765	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
fabG	NHFMJM_01495	NHFMJM_01495	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
fabG	NHFMJM_02300	NHFMJM_02300	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
fabG	NHFMJM_05430	NHFMJM_05430	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0
fabG	NHFMJM_05445	NHFMJM_05445	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
fabG	NHFMJM_08545	NHFMJM_08545	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
fabG	NHFMJM_12145	NHFMJM_12145	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
fabG	NHFMJM_24510	NHFMJM_24510	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
fabG	NHFMJM_25010	NHFMJM_25010	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
fabI	NHFMJM_02500	NHFMJM_02500	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
fadB	NHFMJM_05390	NHFMJM_05390	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
fadB	NHFMJM_15060	NHFMJM_15060	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
fadD3	NHFMJM_05075	NHFMJM_05075	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0
fadH	NHFMJM_05500	NHFMJM_05500	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
fbp	NHFMJM_22825	NHFMJM_22825	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0
fbpB	NHFMJM_13405	NHFMJM_13405	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2
fbpB	NHFMJM_15490	NHFMJM_15490	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0
fdhD	NHFMJM_16295	NHFMJM_16295	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
fdnG	NHFMJM_16315	NHFMJM_16315	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0
fdx	NHFMJM_20800	NHFMJM_20800	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
fdxH	NHFMJM_16310	NHFMJM_16310	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
feoB	NHFMJM_19510	NHFMJM_19510	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
fepB	NHFMJM_02255	NHFMJM_02255	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
fepC	NHFMJM_02245	NHFMJM_02245	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0
fepD	NHFMJM_02250	NHFMJM_02250	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
fhuE	NHFMJM_01855	NHFMJM_01855	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
fieF	NHFMJM_15085	NHFMJM_15085	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
fixA	NHFMJM_20295	NHFMJM_20295	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2
fixB	NHFMJM_20300	NHFMJM_20300	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2
flgB	NHFMJM_12765	NHFMJM_12765	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
flgC	NHFMJM_12770	NHFMJM_12770	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
flgF	NHFMJM_12785	NHFMJM_12785	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
flgG,flgF	NHFMJM_12790	NHFMJM_12790	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
fnlA	NHFMJM_15540	NHFMJM_15540	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2
folC	NHFMJM_04780	NHFMJM_04780	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
folP	NHFMJM_21515	NHFMJM_21515	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
ftsW	NHFMJM_16155	NHFMJM_16155	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
fusA	NHFMJM_12560	NHFMJM_12560	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
gAF	NHFMJM_04190	NHFMJM_04190	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0
gGDEF	NHFMJM_15070	NHFMJM_15070	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
gabP	NHFMJM_18140	NHFMJM_18140	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
galU	NHFMJM_19770	NHFMJM_19770	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
gatA	NHFMJM_05450	NHFMJM_05450	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
gbsR	NHFMJM_20375	NHFMJM_20375	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
gcl	NHFMJM_19065	NHFMJM_19065	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
ggt	NHFMJM_19080	NHFMJM_19080	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0
glcD	NHFMJM_11870	NHFMJM_11870	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
glcE	NHFMJM_12020	NHFMJM_12020	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2
glcF	NHFMJM_12015	NHFMJM_12015	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2
glmM	NHFMJM_21520	NHFMJM_21520	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
glnD	NHFMJM_02975	NHFMJM_02975	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
glnK	NHFMJM_03560	NHFMJM_03560	protein_coding	0	0	0	2	1	0	0	0	0	0	0	1
glnK	NHFMJM_12030	NHFMJM_12030	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0
gloA	NHFMJM_05495	NHFMJM_05495	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
gloA	NHFMJM_19780	NHFMJM_19780	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
gloA	NHFMJM_24815	NHFMJM_24815	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
gloA	NHFMJM_27110	NHFMJM_27110	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
gloB	NHFMJM_03635	NHFMJM_03635	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
gloB	NHFMJM_05190	NHFMJM_05190	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
gltA	NHFMJM_05525	NHFMJM_05525	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
glxA	NHFMJM_18890	NHFMJM_18890	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
glyA	NHFMJM_21315	NHFMJM_21315	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
glyQ	NHFMJM_15515	NHFMJM_15515	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0
glyS	NHFMJM_15520	NHFMJM_15520	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0
gor	NHFMJM_11435	NHFMJM_11435	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
greA	NHFMJM_20385	NHFMJM_20385	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
gshA	NHFMJM_09860	NHFMJM_09860	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
gshB	NHFMJM_09845	NHFMJM_09845	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0
gspE	NHFMJM_08835	NHFMJM_08835	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
gspG	NHFMJM_08790	NHFMJM_08790	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
gspI	NHFMJM_08800	NHFMJM_08800	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
gstA	NHFMJM_01445	NHFMJM_01445	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
gstA	NHFMJM_08230	NHFMJM_08230	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0
hcaE	NHFMJM_18620	NHFMJM_18620	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
hemB	NHFMJM_12520	NHFMJM_12520	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
hemE	NHFMJM_13345	NHFMJM_13345	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
hemF	NHFMJM_23290	NHFMJM_23290	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0
hemJ	NHFMJM_12525	NHFMJM_12525	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
hflB	NHFMJM_21510	NHFMJM_21510	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
hflC	NHFMJM_21145	NHFMJM_21145	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
hflK	NHFMJM_21140	NHFMJM_21140	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
hflX	NHFMJM_21135	NHFMJM_21135	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
hisC	NHFMJM_02225	NHFMJM_02225	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
hisC	NHFMJM_11875	NHFMJM_11875	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
hisE	NHFMJM_08305	NHFMJM_08305	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
hisI	NHFMJM_08310	NHFMJM_08310	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
hisZ	NHFMJM_21155	NHFMJM_21155	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
hpt1	NHFMJM_21165	NHFMJM_21165	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
htpG	NHFMJM_14990	NHFMJM_14990	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3
htpX	NHFMJM_07440	NHFMJM_07440	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0
htpX	NHFMJM_15795	NHFMJM_15795	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
hugZ	NHFMJM_01225	NHFMJM_01225	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
hutC	NHFMJM_11800	NHFMJM_11800	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0
hutC	NHFMJM_11835	NHFMJM_11835	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0
hutC	NHFMJM_11845	NHFMJM_11845	protein_coding	2	0	0	1	0	2	0	0	1	0	0	1
hutF	NHFMJM_11885	NHFMJM_11885	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
hutG	NHFMJM_11890	NHFMJM_11890	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
hutH	NHFMJM_11840	NHFMJM_11840	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0
hutI	NHFMJM_11865	NHFMJM_11865	protein_coding	0	0	0	3	1	0	0	0	0	0	0	2
hutU	NHFMJM_11855	NHFMJM_11855	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2
hyi	NHFMJM_19070	NHFMJM_19070	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
iS285	NHFMJM_28245	NHFMJM_28245	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
iclR	NHFMJM_00800	NHFMJM_00800	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
iclR	NHFMJM_02515	NHFMJM_02515	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
ilvB	NHFMJM_03525	NHFMJM_03525	protein_coding	0	0	1	1	0	0	0	1	0	0	0	1
ilvC	NHFMJM_03515	NHFMJM_03515	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2
ilvD	NHFMJM_02415	NHFMJM_02415	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
ilvN	NHFMJM_03520	NHFMJM_03520	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2
intI1	NHFMJM_28270	NHFMJM_28270	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0
iscR	NHFMJM_24320	NHFMJM_24320	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
iscS	NHFMJM_24325	NHFMJM_24325	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
iscU	NHFMJM_24330	NHFMJM_24330	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
ispE,ipk	NHFMJM_07890	NHFMJM_07890	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
ispH	NHFMJM_18035	NHFMJM_18035	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
kup	NHFMJM_09855	NHFMJM_09855	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
labA	NHFMJM_15785	NHFMJM_15785	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
lepA	NHFMJM_07055	NHFMJM_07055	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
lepB	NHFMJM_07050	NHFMJM_07050	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
leuA	NHFMJM_02520	NHFMJM_02520	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
leuA	NHFMJM_03500	NHFMJM_03500	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
leuA	NHFMJM_03505	NHFMJM_03505	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
lgt	NHFMJM_02405	NHFMJM_02405	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
ligA	NHFMJM_24590	NHFMJM_24590	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
ligB	NHFMJM_24305	NHFMJM_24305	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
lipA	NHFMJM_12880	NHFMJM_12880	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
livF	NHFMJM_00760	NHFMJM_00760	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
livG	NHFMJM_00755	NHFMJM_00755	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
livG	NHFMJM_14970	NHFMJM_14970	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3
livK	NHFMJM_20095	NHFMJM_20095	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
livK	NHFMJM_20305	NHFMJM_20305	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2
livM	NHFMJM_00750	NHFMJM_00750	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
lolB	NHFMJM_07885	NHFMJM_07885	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
lpdA	NHFMJM_00310	NHFMJM_00310	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
lpxH	NHFMJM_05945	NHFMJM_05945	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
lrgB	NHFMJM_19715	NHFMJM_19715	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
lys9	NHFMJM_24040	NHFMJM_24040	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
lysM	NHFMJM_03640	NHFMJM_03640	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
lysR	NHFMJM_00805	NHFMJM_00805	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
lysR	NHFMJM_01440	NHFMJM_01440	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
lysR	NHFMJM_01480	NHFMJM_01480	protein_coding	0	0	0	2	1	0	0	0	0	0	0	1
lysR	NHFMJM_04405	NHFMJM_04405	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0
lysR	NHFMJM_10290	NHFMJM_10290	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
lysR	NHFMJM_15475	NHFMJM_15475	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
lysR	NHFMJM_19060	NHFMJM_19060	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
lysR	NHFMJM_19680	NHFMJM_19680	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
lysR	NHFMJM_19705	NHFMJM_19705	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
lysR	NHFMJM_20400	NHFMJM_20400	protein_coding	0	0	1	1	0	0	0	1	0	0	0	1
lysR	NHFMJM_21840	NHFMJM_21840	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
lysR	NHFMJM_22325	NHFMJM_22325	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
lysR	NHFMJM_24030	NHFMJM_24030	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
lysR	NHFMJM_24115	NHFMJM_24115	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
lytT	NHFMJM_07320	NHFMJM_07320	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
lytT	NHFMJM_19985	NHFMJM_19985	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
maf	NHFMJM_23305	NHFMJM_23305	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
maiA	NHFMJM_24095	NHFMJM_24095	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0
manX	NHFMJM_12865	NHFMJM_12865	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
maoC	NHFMJM_05425	NHFMJM_05425	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
maoC	NHFMJM_12140	NHFMJM_12140	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
map	NHFMJM_02970	NHFMJM_02970	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
marR	NHFMJM_17560	NHFMJM_17560	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
marR	NHFMJM_18610	NHFMJM_18610	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
marR	NHFMJM_24110	NHFMJM_24110	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
marR	NHFMJM_24850	NHFMJM_24850	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
menE,fadK	NHFMJM_01220	NHFMJM_01220	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
menE,fadK	NHFMJM_01545	NHFMJM_01545	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0
menE,fadK	NHFMJM_02390	NHFMJM_02390	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
menE,fadK	NHFMJM_05175	NHFMJM_05175	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
menE,fadK	NHFMJM_05195	NHFMJM_05195	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0
menE,fadK	NHFMJM_05370	NHFMJM_05370	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
menE,fadK	NHFMJM_05950	NHFMJM_05950	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
menE,fadK	NHFMJM_09665	NHFMJM_09665	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0
menE,fadK	NHFMJM_10990	NHFMJM_10990	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
metL1	NHFMJM_05905	NHFMJM_05905	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
metP	NHFMJM_01570	NHFMJM_01570	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0
mexE	NHFMJM_01250	NHFMJM_01250	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
mfd	NHFMJM_01805	NHFMJM_01805	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
minC	NHFMJM_11450	NHFMJM_11450	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
minD	NHFMJM_11445	NHFMJM_11445	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
minE	NHFMJM_11440	NHFMJM_11440	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
mltE	NHFMJM_07455	NHFMJM_07455	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
mltE	NHFMJM_21320	NHFMJM_21320	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
mmdA	NHFMJM_09655	NHFMJM_09655	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3
mmsA	NHFMJM_24080	NHFMJM_24080	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
mmsB	NHFMJM_19075	NHFMJM_19075	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
mnhB	NHFMJM_05030	NHFMJM_05030	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2
mnhC	NHFMJM_05025	NHFMJM_05025	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2
mobA	NHFMJM_20435	NHFMJM_20435	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
modA	NHFMJM_01205	NHFMJM_01205	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
modA	NHFMJM_16330	NHFMJM_16330	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
modB	NHFMJM_01200	NHFMJM_01200	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
modB	NHFMJM_16325	NHFMJM_16325	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
modC	NHFMJM_16320	NHFMJM_16320	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
moeA	NHFMJM_03615	NHFMJM_03615	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
motA	NHFMJM_12735	NHFMJM_12735	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
moxR	NHFMJM_20280	NHFMJM_20280	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2
mqo	NHFMJM_19560	NHFMJM_19560	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
mscL	NHFMJM_08250	NHFMJM_08250	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2
mscS	NHFMJM_06985	NHFMJM_06985	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
mtgA	NHFMJM_16130	NHFMJM_16130	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
murI	NHFMJM_05050	NHFMJM_05050	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2
mutM	NHFMJM_07875	NHFMJM_07875	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
mutT	NHFMJM_07465	NHFMJM_07465	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
mutY	NHFMJM_07865	NHFMJM_07865	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
mviM	NHFMJM_18615	NHFMJM_18615	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
nPY1	NHFMJM_19760	NHFMJM_19760	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
nadE	NHFMJM_03565	NHFMJM_03565	protein_coding	0	0	0	2	1	0	0	0	0	0	0	1
nfnB	NHFMJM_01555	NHFMJM_01555	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0
nfnB	NHFMJM_20070	NHFMJM_20070	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0
nirB	NHFMJM_09155	NHFMJM_09155	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
nlpA	NHFMJM_01560	NHFMJM_01560	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0
norM	NHFMJM_13375	NHFMJM_13375	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2
norM	NHFMJM_19555	NHFMJM_19555	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
nrdB	NHFMJM_16225	NHFMJM_16225	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
nrdD	NHFMJM_16230	NHFMJM_16230	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
nrdR	NHFMJM_21310	NHFMJM_21310	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
ntrB	NHFMJM_09165	NHFMJM_09165	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
nuoE	NHFMJM_17565	NHFMJM_17565	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
nuoI	NHFMJM_07915	NHFMJM_07915	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
nusB	NHFMJM_20785	NHFMJM_20785	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
oCDMu	NHFMJM_15775	NHFMJM_15775	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
oafA	NHFMJM_20380	NHFMJM_20380	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
